0.346,-0.00599964,11.9,6.265847
0.692,-0.01199928,11.9,6.265847
1.038,-0.01799892,11.9,6.265847
1.384,-0.02399856,11.9,6.265847
1.73,-0.0299982,11.9,6.265847
2.076,-0.03599784,11.9,6.265847
2.422,-0.04199748,11.9,6.265847
2.768,-0.04799712,11.9,6.265847
3.114,-0.05399676,11.9,6.265847
3.46,-0.0599964,11.9,6.265847
3.806,-0.06599604,11.9,6.265847
4.152,-0.07199568,11.9,6.265847
4.498,-0.07799532,11.9,6.265847
4.844,-0.08399496,11.9,6.265847
5.19,-0.0899946,11.9,6.265847
5.536,-0.09599424,11.9,6.265847
5.882,-0.10199388,11.9,6.265847
6.228,-0.10799352,11.9,6.265847
6.574,-0.11399316,11.9,6.265847
6.92,-0.1199928,11.9,6.265847
7.266,-0.12599244,11.9,6.265847
7.612,-0.13199208,11.9,6.265847
7.958,-0.13799172,11.9,6.265847
8.304,-0.14399136,11.9,6.265847
8.65,-0.149991,11.9,6.265847
8.996,-0.15599064,11.9,6.265847
9.342,-0.16199028,11.9,6.265847
9.688,-0.16798992,11.9,6.265847
10.034,-0.17398956,11.9,6.265847
10.38,-0.1799892,11.9,6.265847
10.726,-0.18598884,11.9,6.265847
11.072,-0.19198848,11.9,6.265847
11.418,-0.19798812,11.9,6.265847
11.764,-0.20398776,11.9,6.265847
12.11,-0.2099874,11.9,6.265847
12.456,-0.21598704,11.9,6.265847
12.802,-0.22198668,11.9,6.265847
13.148,-0.22798632,11.9,6.265847
13.494,-0.23398596,11.9,6.265847
13.84,-0.24,11.9,6.265657
14.186,-0.2442401,11.9,6.221087
14.532,-0.2570457,11.9,6.176517
14.878,-0.278682,11.9,6.131947
15.224,-0.3096223,11.9,6.087377
15.57,-0.350605,11.9,6.042807
15.916,-0.4027346,11.6123,5.998237
16.262,-0.4676664,11.3246,5.953667
16.608,-0.5479626,11.0369,5.909097
16.954,-0.6478565,10.7492,5.864527
17.3,-0.7751922,10.4615,5.819957
17.332,-0.7888356,10.1738,5.775387
17.364,-0.8028677,9.8861,5.730817
17.396,-0.8173118,9.5984,5.686247
17.428,-0.8321939,9.3107,5.641677
17.46,-0.847543,9.023,5.597107
17.492,-0.8633919,8.7353,5.552537
17.524,-0.8797777,8.4476,5.507967
17.556,-0.8967427,8.1599,5.463397
17.588,-0.9143357,7.8722,5.418827
17.62,-0.932613,7.5845,5.374257
17.652,-0.9516406,7.2968,5.329687
17.684,-0.9714967,7.000028,5.285117
17.716,-0.9922747,7.40831,5.240547
17.748,-1.0140883,7.81662,5.195977
17.78,-1.0370776,8.22493,5.151407
17.812,-1.0614196,8.63324,5.106837
17.844,-1.0873425,9.04155,5.062267
17.876,-1.1151497,9.44986,5.017697
17.908,-1.1452607,9.85817,4.973127
17.94,-1.1782838,10.26648,4.928557
17.972,-1.215164,10.67479,4.883987
18.004,-1.2575221,11.0831,4.839417
18.036,-1.3086262,11.49141,4.794847
18.068,-1.3775999,11.89972,4.750277
18.1,-1.52,11.9,4.705657
18.09,-2.3956,11.9,4.700916
18.08,-3.2672,11.9,4.700916
18.07,-4.1388,11.9,4.700916
18.06,-5.0104,11.9,4.700916
18.05,-5.882,11.9,4.700916
18.04,-6.7536,11.9,4.700916
18.03,-7.6252,11.9,4.700916
18.02,-8.4968,11.9,4.700916
