x,y
0.0,0.0
0.0,0.0
0.0001902,0.0
0.0010461,0.0
0.002852999997964494,5.967766406233609e-08
0.009319799791238592,1.6144869181665755e-06
0.013979699059058989,4.202496951361006e-06
0.01959059253329841,1.983090852172739e-06
0.03366522042685338,-6.577581763392504e-05
0.042128784340026454,-0.00013956504451068184
0.0515426670972465,-0.0002772932467917975
0.061906998440281615,-0.0004573026814231355
0.07322148860876206,-0.0006906278780915494
0.09870136054144099,-0.0012838088601084163
0.09870136054144099,-0.0012838088601084163
0.12798133488784597,-0.0020781234701176044
0.14404417934158076,-0.0026171826285345673
0.16105537618833396,-0.0032479930491363406
0.17901403517403194,-0.00398777459482309
0.19792044647767465,-0.004823882934019317
0.2177735317918386,-0.005775734399933246
0.2385652366571182,-0.0068323452514478245
0.28282582579205967,-0.009310047098141828
0.30620875896657146,-0.010741734855102705
0.3303746585174865,-0.012279711351066345
0.35528782686458965,-0.013893414260148895
0.38091092730065945,-0.015606036821556835
0.4072107118523991,-0.01740403448216375
0.4341529980703275,-0.019311137286821805
0.4898422865057494,-0.023451546417331968
0.4898422865057494,-0.023451546417331968
0.5477289323729738,-0.028255365023337056
0.5477289323729738,-0.028255365023337056
0.5774269603666874,-0.030928008889460776
0.6075953239681116,-0.03377281193139585
0.6692433053279195,-0.04003969223101634
0.7006773585027377,-0.043471587437449
0.7324910411447135,-0.04709416370412123
0.7646613946788783,-0.05093437053324383
0.7971714972208307,-0.05497452620791652
0.8631310584113357,-0.06371792355909223
0.8631310584113357,-0.06371792355909223
0.8965417915780256,-0.06845276295481274
0.9302085227313902,-0.07349354701858948
0.964118006641568,-0.07882022009547329
0.9982501974306467,-0.08446083412932964
1.0325929796114628,-0.09039748559283538
1.0671266536427668,-0.09665987490306935
1.101844731179041,-0.10320732562423889
1.1367460251184405,-0.10997896976388592
1.2070955647838133,-0.12397716848722498
1.242520032861647,-0.13121808509862587
1.2780849524567577,-0.1386818719334325
1.313786527015166,-0.14634015090614205
1.3496109983938527,-0.15421366752555257
1.3855555447366614,-0.1622748197861531
1.421606783066011,-0.1705454131596263
1.4577627523316334,-0.17899860852340385
1.4940103696117297,-0.18765714620714127
1.5303484629138244,-0.1964948195758121
1.5667642007992766,-0.2055351192838687
1.639857179723841,-0.2240041266413682
1.6765577133142318,-0.2332946336594567
1.7133709178762606,-0.24255488165431743
1.7502859165295024,-0.25180802951170755
