x,y
0.0,0.0
0.0,0.0
5.4682498866319655e-05,0.0
0.00043485983810946367,0.0
0.0013437847332726702,1.5238390360073463e-08
0.004648504879647339,4.1967931114558675e-07
0.006997545751348019,1.269694525850152e-06
0.009781714017301513,3.4327534836457854e-06
0.012980318692239319,7.1547122573335965e-06
0.016573651483527654,1.330924035180172e-05
0.02054294166921668,2.2048093479362627e-05
0.02487030838888742,3.4478020423888564e-05
0.02953872293968176,5.060234724984951e-05
0.03453196108889931,7.174898161998298e-05
0.03983400968717177,0.0001493503739995399
0.04542957036414245,0.00028996923215122256
0.05130545642779384,0.0004484189166369521
0.057447865919015795,0.0006383201085983402
0.0638448643820557,0.0008330105738682956
0.07048365099736868,0.00105408911036495
0.0773534544155264,0.0012777302059035027
0.09173554405863271,0.001912609516073602
0.09922237033582944,0.0023967761917619676
0.10689132784895866,0.0029991282865290698
0.11473679928206762,0.003664610871480557
0.12274902903852254,0.004401872563286226
0.12274902903852254,0.004401872563286226
0.1309225166448034,0.005178666154493401
0.13924726220653,0.00601589797071952
0.14771829049040452,0.006887276658893311
0.15632583732203692,0.007817156300160803
0.16506566841468406,0.008780690570124849
0.17392571126701176,0.00982587994037799
0.19195819347523008,0.012322149618100568
0.19195819347523008,0.012322149618100568
0.201122344313635,0.013732866790440498
0.21037759296934988,0.015245454342516463
0.21972374934024244,0.01682649019720945
0.2291519414451758,0.01849699746097472
0.2386620069872557,0.020229423896855853
0.24824467656993213,0.022048243974407335
0.2579046822670001,0.02390484764777485
0.2676433518394293,0.025771130573784638
0.2774441722795489,0.027712130320903368
0.287290305016501,0.029789379690957036
0.29717261589101956,0.032021322188365384
0.30709703508801806,0.03436033422188469
0.3170564441056207,0.036818637737747885
0.32705518731827415,0.03936287987513568
0.32705518731827415,0.03936287987513568
0.3370843049828997,0.04201398115426614
0.3471477723982218,0.044743870256353735
0.35723578246202464,0.047576558747236375
0.3673525338259669,0.0504858552904693
0.37748094149830197,0.05351954663019069
0.3876085907901245,0.05670591076230619
0.3977445951591582,0.060003964277014835
0.4078805295980102,0.06342925381163089
0.4078805295980102,0.06342925381163089
0.4281639709440762,0.07058981570377622
0.43831631699324086,0.07429693331253148
0.4484978771263097,0.07801998564525112
0.4587202645948719,0.0817224720058632
0.46899141391902316,0.0853774433788775
0.47931682376457146,0.0889637613221048
0.4897003676631827,0.09246379010746547
0.5001447968479505,0.09586197760756762
