x,y
0.0,0.0
0.0,0.0
0.0,0.0
9.747749773263929e-05,0.0
0.0007679324931979179,0.0
0.0023740298958607785,-4.7636863523341905e-08
0.008238720528840235,-1.3193007845375492e-06
0.012413906352987142,-3.410443909789742e-06
0.01736533698102958,-5.797241649076472e-06
0.02305600065279153,2.4592120935239752e-05
0.029450837506801344,6.07637622588893e-05
0.03651625090150855,0.00011663206973945297
0.04422048224001812,0.0001732579420695161
0.061425077002138465,0.0003215639019447143
0.07086893784586935,0.00041362973468130206
0.08083868392456177,0.00048452788804852654
0.09130936912284784,0.0005031802136471658
0.11365872981134365,0.0004661021733011318
0.12549314024769523,0.0004442652983356761
0.13773958692086608,0.0004723991707137156
0.1503784329532616,0.0005203050327194038
0.16339089411730298,0.0006039574482586562
0.17675932304205974,0.000696717869864916
0.2044968664900456,0.0009444771656159261
0.2188342077971716,0.0011190427107434899
0.23346331635295428,0.001377410379690773
0.24837056100648935,0.001686395742992232
0.2635421251604365,0.0020626900882685945
0.2789659174229476,0.0024777819994721436
0.31052120189253385,0.0034611115361279057
0.32662928036974237,0.004049726923931282
0.3594479023037466,0.005544649935248294
0.37613870401485,0.006435593041807604
0.39300709393684136,0.007375878433997897
0.4100467080256731,0.008324739797057093
0.4446042881341226,0.01030227549674227
0.46211267604383327,0.011229603477715119
0.4797677919155409,0.0120461108766669
0.4975630044952698,0.012730637943987499
0.5154893568003208,0.013330069289126483
0.5335405969802763,0.013834054679124942
0.5517095378849938,0.014278773146462408
0.5699908154333626,0.0146460265210994
0.5883783127069849,0.014966666881447746
0.6068672070187762,0.015218471902993245
0.6254521635764574,0.01542964200071334
0.6441287502238938,0.015575851592027342
0.662892122129273,0.015708519382064814
0.6817376063112364,0.015892546924063593
0.7006607430669726,0.016159134321207053
0.7196585408440012,0.016442638777971242
0.7578672823833945,0.016772440506573207
0.7770710733602969,0.01672538934363348
0.7963359233939282,0.01656856493372296
0.8156580476459614,0.016285984815825827
0.8350345208662023,0.015910911066332405
0.8544617160058596,0.015421702685363251
0.8739373390488315,0.014847911165444311
0.893457786411631,0.014165266809030096
0.9130212774281118,0.013401594235109502
0.9326241815669666,0.01253133831346602
0.9719391903432587,0.010500891690176355
0.9916410007848049,0.00924915431049143
1.0113698773578705,0.00786169955824745
1.0311215854148608,0.006317839633890162
1.0706882072073167,0.0028280379311399367
1.0905012508393532,0.0009113357360335829
1.1103372788800168,-0.001060565379230163
1.1301912250854536,-0.0031224098894961057
1.150063687993188,-0.005253104168874272
1.169949848535246,-0.007482913679252048
1.2097588372626686,-0.012221363048911825
1.2296665411205454,-0.014825209328746123
1.2495762941450226,-0.017564935819265798
1.2694831192701541,-0.020461922281715502
1.309289716928341,-0.026662230309360622
1.329186647233411,-0.02996176744039133
1.3490699056257143,-0.03343516513264786
1.3887708802525647,-0.04098600647477261
1.4085810230137417,-0.04507241853835299
1.428349494796291,-0.049416741843253356
1.4480810766175152,-0.05398081663643269
1.4677682276572697,-0.058782778749862374
1.5070141828363741,-0.06902750580537705
1.5265758526154802,-0.07443912597656605
1.5461101188966029,-0.07998436689590194
1.5656059055882412,-0.0856962698078048
1.585075014030786,-0.09152924754991014
1.6045346444251825,-0.09742273588860748
1.643486086186628,-0.10918443153069125
1.6630048468424958,-0.11495973476583775
1.6825682145943122,-0.12060685878465084
1.7021865662463458,-0.12608420851095287
1.7218689301075996,-0.1313509412047549
1.7416228531018012,-0.136366617536888
1.7614484216976054,-0.14111566232702016
1.7813299503724949,-0.14564913984349853
1.8012667501376094,-0.14995745557683243
1.8212481514233558,-0.1540782886657063
1.8412756989539099,-0.15799304825991684
1.8613410324249222,-0.1617336117636441
1.9015846260175877,-0.1686532523603981
1.921758078454216,-0.17183682151099947
1.941956768792339,-0.17488103910123975
1.96217344497682,-0.17782761171929118
1.9824123211461833,-0.18064176628289308
2.0026694975846673,-0.1833449668105623
2.0432408541183564,-0.18837746707358527
2.063539697300698,-0.1908208860669925
2.083837625136493,-0.19329342144178777
2.104131319835066,-0.19582057120143856
2.1447206069216667,-0.20091576673109496
2.165018604200676,-0.20346284822342173
2.18531433458368,-0.20604405187948296
2.205602875819725,-0.20869617986497055
2.225889013158226,-0.21138077291359905
2.2664267306835417,-0.21704038877402343
2.286660245412088,-0.2201293100393673
2.306861514297684,-0.22343206791431738
2.347180713993989,-0.23055104110259547
2.367299856004095,-0.23434448810380257
2.387383643849835,-0.23832703382438136
2.387383643849835,-0.23832703382438136
2.4274285767059767,-0.24690302058736185
2.447416042940409,-0.25135990287731874
2.467398639798383,-0.2558433035746374
2.487388461273166,-0.2602988634254449
2.52739587144054,-0.26909734668640717
2.547411848864986,-0.273446454433687
2.567445547201037,-0.2777170720846069
2.5874880637302637,-0.28194985377162546
2.6276317750690064,-0.290142451682324
2.64773102630884,-0.29410784571878723
2.667853585600174,-0.29795641799719735
2.688009671322074,-0.3016284896705882
2.708202532778963,-0.3050961004793643
2.728422909731368,-0.30840295358224573
2.768963461278594,-0.31437971373866164
2.789278263004807,-0.3170569659343761
2.809620267464391,-0.31952279391379396
2.8299835392388575,-0.3218102420607298
2.8503687911514786,-0.3238967540179772
2.8707712245375894,-0.3258121663130545
2.891191472362702,-0.3275316839235172
2.911625489302124,-0.32908369938936377
2.932073609380577,-0.3304423475688988
2.952532384734876,-0.33163533737376377
2.9934778042926684,-0.33349791075260443
3.013958000482872,-0.33426177773001464
3.034442997894371,-0.33489222344282304
3.054931385059609,-0.3354106391351771
3.075423122793016,-0.3357863387833793
3.1164122380773827,-0.3361544840669438
