x,y
0.0,0.0
0.0,0.0
5.4682498866319655e-05,0.0
0.0013437847332726702,1.5238390360073463e-08
0.0027563152215131603,2.1514661717573954e-07
0.004648504725895909,9.88626360215017e-07
0.009781712631773304,5.64958657141158e-06
0.012980315947052007,1.039837580493899e-05
0.016573645600025406,1.8136529990755757e-05
0.024870274373335232,4.819830151875298e-05
0.02953865256425171,7.265298910956794e-05
0.039832054601584434,0.00025732674062414366
0.045425002689724325,0.0004788429362162583
0.05129639537895101,0.0007576579044630662
0.0574344348304909,0.0010572489093991161
0.0704587030725314,0.0017452106550918246
0.07732132113665503,0.0021307973667834285
0.08440362427720283,0.0025280390017578818
0.09169375788570722,0.0029607913701460886
0.10686065872249467,0.0038865827578923756
0.11471882494021995,0.004380218816513844
0.12274737457922795,0.004911180754552428
0.13093964248508347,0.005455350994521418
0.14778246145043306,0.006611614053787868
0.1564232775797517,0.007150896694590036
0.16519902414372348,0.007698090991883379
0.1741041831275535,0.00823806737424781
0.18313072302663896,0.00880175082847122
0.19227416394637004,0.009367044919623996
0.21088759180947816,0.010536936646489433
0.22035171763160094,0.011066855295509702
0.2395583699242859,0.012225322652196858
0.2492917301773412,0.012855897966444024
0.2591055434806677,0.013527943801351337
0.2789714899803685,0.01480616131965602
0.2890155602187251,0.015422330575489817
0.29912919599814486,0.016020036080069237
0.3093072452551342,0.016630931635410323
0.31954796622200443,0.01723212860888367
0.329846734866004,0.017851781653845322
0.34020223393358034,0.01846476774360842
0.36106955679341196,0.019725616705356965
0.37157634833573117,0.020374075402963644
0.3821298357894935,0.02101710850656799
0.3927261831305472,0.021681175444488422
0.4033649296415869,0.022339820002560594
0.4247584133280201,0.023693677528201368
0.4247584133280201,0.023693677528201368
0.44629539706553367,0.02507838996607434
0.45711299620467577,0.02578885909981771
0.4679623757958571,0.02649360475406052
0.47884029691593927,0.027219199445213862
0.48974709766023317,0.02793896371312172
0.500679647598075,0.028679508524766816
0.5116384465404198,0.029414122405366974
0.5336263361969001,0.030918756176087376
0.5446531252641976,0.0316887144225539
0.5557016144949334,0.03245256135921423
0.5667689262979417,0.033237003923804756
0.5778559766197194,0.034015254768482356
0.5889599516103254,0.03481404678049381
0.6112190221354623,0.03641958852482289
0.6223725048607469,0.03722626934678854
0.6335396229040918,0.03805339226997194
0.6559158413814536,0.03971523753325741
0.6671236160664583,0.04054990085547223
0.6783423115305556,0.04140491912769218
