x,y
0.0,0.0,1713240168
0.0,0.0,1713240168
5.4682498866319655e-05,0.0,1713240168
0.00043485983810946367,0.0,1713240168
0.0013437847332726702,1.5238390360073463e-08,1713240168
0.004648504659477566,1.1119520585400604e-06,1713240168
0.00978170754290759,9.328603493880075e-06,1713240169
0.016573606103415118,3.3993260150158995e-05,1713240169
0.024870150444665153,8.200061262749513e-05,1713240169
0.02953846481923479,0.00011655296936671434,1713240169
0.03983144332693695,0.00032349097121403406,1713240169
0.04542389919081424,0.0005571042245216097,1713240169
0.05743205214279675,0.0011614853090073304,1713240169
0.0704548018523419,0.0018776170054869176,1713240169
0.07731656983668497,0.002278046693838914,1713240169
0.09168717768295938,0.003139126411240617,1713240169
0.1068520405482384,0.004097721718891854,1713240169
0.12273650303039065,0.0051566803679606605,1713240169
0.1392805164416037,0.006201904644785659,1713240169
0.14778072729530928,0.006715845046568041,1713240169
0.16520021573181254,0.007754299564322763,1713240169
0.18313244394222594,0.008849232060652487,1713240169
0.20152869268594525,0.010012747384298071,1713240169
0.2108873739584494,0.010615292899014845,1713240169
0.22990028563979056,0.011865799423807262,1713240169
0.24928577842031868,0.013028583385570933,1713240169
0.25910104432252135,0.013679001703131874,1713240169
0.27896799536015776,0.014941802780856467,1713240169
0.29912563419955557,0.01615683958394069,1713240169
0.319543977167105,0.0173761168221454,1713240169
0.3401976804027124,0.018618180202193288,1713240169
0.361064378242556,0.019889331690504056,1713240169
0.37157084073690744,0.02054309994117493,1713240169
0.39272000565426457,0.021860993984562718,1713240169
0.41403555050961127,0.023210262785955227,1713240169
0.4355018408233747,0.024590645911291342,1713240169
0.45710469775276935,0.026001788632529707,1713240169
0.4788312588692779,0.027443319670049187,1713240169
0.5006698544195121,0.028914878439117612,1713240169
0.5226098960246612,0.030416123900352147,1713240169
0.5336153851100502,0.03117109810611565,1713240169
0.5556898703347491,0.032716275228687204,1713240169
0.5778434244906476,0.03429038135892933,1713240169
0.6000685115302804,0.035893148808752495,1713240169
0.6112052269729287,0.036711901961881364,1713240169
0.6335249831158601,0.03835720408315107,1713240169
0.6559003425142629,0.04003057637228249,1713240169
0.6783259392376321,0.04173181087696981,1713240169
0.7007969031022583,0.04346071416150671,1713240169
0.7233088136391564,0.045217106318305264,1713240169
0.7458576583355092,0.04700082004767394,1713240169
0.768449765564573,0.04868143422496777,1713240169
0.7910837974471948,0.050225904905494605,1713240169
0.8137515165831345,0.05170260222056691,1713240169
0.836448299730621,0.05313850251899914,1713240169
0.8478061469435944,0.05385150208746245,1713240169
0.8705407827123021,0.055243746670646916,1713240169
0.8932976707688431,0.05661071261337208,1713240169
0.9160748052164449,0.05795327526625141,1713240169
0.9388703981172994,0.059271687441383426,1713240169
0.9616828381792796,0.06056596495151564,1713240169
0.9730952898655202,0.061197284274462804,1713240170
0.9959302999855122,0.06245521874559458,1713240170
1.0187787575453815,0.06368880369624352,1713240170
1.0416321187537387,0.06502884901052242,1713240170
1.0644868976274806,0.06650880234126183,1713240170
1.0873460262490122,0.06805996352990937,1713240170
1.1102190312654308,0.06952402953857016,1713240170
1.1331075965902886,0.07085640297849252,1713240170
1.1560067609296847,0.07212128984431199,1713240170
1.1674592224989118,0.07274393864109996,1713240170
1.201829129883339,0.0745356535729552,1713240170
1.2132886488883574,0.07512758562895143,1713240170
1.236212923526505,0.07627814963180145,1713240170
1.2591428278158474,0.07740304086726946,1713240170
1.2820779101972744,0.0785026335151524,1713240170
1.3050165893026036,0.07960131758460498,1713240170
1.3279507136556445,0.0808527691932274,1713240170
1.3508920208473847,0.08202402792022732,1713240170
1.3623604716250528,0.08266972737959156,1713240170
1.3852989064317542,0.08396753346764603,1713240170
1.4197022314267431,0.08606017714681187,1713240170
1.4426370220899947,0.08750860625236007,1713240170
1.4655715702430263,0.08898926091857104,1713240170
1.488514083435363,0.09036697335276314,1713240170
1.5114660528089003,0.09160624715303838,1713240170
1.5344230901546632,0.09277502085726823,1713240170
1.5459026089531938,0.09334901782704766,1713240170
1.568864453200059,0.09445741996334511,1713240170
1.5918287773711117,0.09553600845046761,1713240170
1.6147953191273947,0.09658751792960893,1713240170
1.6377639085837354,0.09761303601439962,1713240170
1.6492492242285173,0.09810943257437459,1713240170
1.6722206420861885,0.09909667996100864,1713240170
1.6951938193504312,0.1000585733789748,1713240170
1.718168662892366,0.10099515081733655,1713240170
1.741145086652344,0.10190642429452211,1713240170
1.7641230103609753,0.10279239573456549,1713240170
1.7871023587589918,0.10365306328257709,1713240170
1.8100830610377605,0.1044884238033896,1713240170
1.83306505038951,0.10529847385782372,1713240170
1.8445562768901798,0.10570077209064219,1713240170
1.8790278334475814,0.10697386161848557,1713240170
1.9020074057070673,0.10787308980545572,1713240170
1.9249857306792129,0.10880953936960744,1713240170
1.9479650601942087,0.10972708403165536,1713240170
1.9709435364970689,0.11067086343600963,1713240170
1.9939231516931537,0.11159134637539922,1713240170
2.0283898336119472,0.11304631797612442,1713240170
2.0513638579769222,0.11410693972274957,1713240170
2.074343744345984,0.11503552489186257,1713240170
2.0973199993666243,0.1160527655284905,1713240170
2.131794138756343,0.11734412140773945,1713240171
2.1547798613818414,0.1181262313115457,1713240171
2.18926071722573,0.11923599397281753,1713240171
2.2122493529355616,0.11993444043744557,1713240171
2.235238853684306,0.12060618098171376,1713240171
2.2697206964161922,0.1216898655043939,1713240171
2.2927071181333134,0.12246261401309597,1713240171
2.3156922910067412,0.12327252898320167,1713240171
2.338678175763906,0.12406350684373348,1713240171
2.361663180599734,0.12488070901166864,1713240171
2.3846490403596126,0.125674600576894,1713240171
2.407638414046763,0.12636171444881,1713240171
2.4421182774803856,0.12752396363205573,1713240171
2.4651066516518,0.12824631751600385,1713240171
2.488090588358671,0.12909901376288557,1713240171
2.5225659051643916,0.13039077257181317,1713240171
2.54555502657282,0.13109085692447012,1713240171
2.568546086149315,0.131725234721449,1713240171
2.5915382723969866,0.13231813362930234,1713240171
2.6145312718368134,0.13287924077124488,1713240171
2.6375249488067003,0.13341242779089024,1713240171
2.660519233829022,0.13391924162427146,1713240171
2.6835140825305093,0.13440030010241286,1713240171
2.7065063881641356,0.1349871400196437,1713240171
2.7294985354907237,0.1355824863459921,1713240171
2.752489678523412,0.13621503584645814,1713240171
2.786970857832635,0.1373498921155358,1713240171
2.809955943159987,0.13817610375479067,1713240171
2.8329397818215183,0.13903644206928456,1713240171
2.855923423793053,0.1399013453647124,1713240171
2.878913022471116,0.14059056037764162,1713240171
2.901905349244523,0.141182572517782,1713240171
2.9248990102796184,0.14172050666500002,1713240171
2.9478935067947933,0.14222161120703014,1713240171
2.970888639111332,0.14269278093856155,1713240171
2.993884314978134,0.14313677121815335,1713240171
3.0168804820574677,0.14355468290338808,1713240171
3.0398771030530614,0.14394695563967552,1713240171
3.0513756816964483,0.14412676832091253,1713240171
3.07437042473126,0.1446121780182115,1713240171
3.0973618635340454,0.14523741881600158,1713240171
3.1203512767834907,0.14593378549320085,1713240171
3.1433393332314563,0.14667379145690584,1713240171
3.166326318485946,0.14744644790639594,1713240171
3.189312338377768,0.14824736242134268,1713240171
3.21230167529454,0.14894352164604552,1713240171
3.2352948817370546,0.1495003018894147,1713240171
3.258289714919154,0.1499861208563315,1713240171
3.2812854333915045,0.15042835827870912,1713240172
3.3042817587691795,0.15083796118973494,1713240172
3.3272785714401194,0.15121930489207264,1713240172
3.3502758093039198,0.1515741377463556,1713240172
3.37327343160211,0.1519031582218333,1713240172
3.3962714055673806,0.15220664522200728,1713240172
3.407770433280605,0.15235562109987538,1713240172
3.4307685626801727,0.15264528903035657,1713240172
3.453763792274418,0.1531121091911606,1713240172
3.476756845265359,0.1536767005766733,1713240172
3.499748502941033,0.1542955900858572,1713240172
3.5227391376120347,0.1549513931178321,1713240172
3.5457295798103132,0.15561287246791464,1713240172
3.568724409941831,0.15609906109584953,1713240172
3.5917211027907894,0.156488203598016,1713240172
3.6032198961733086,0.15665431636327493,1713240172
3.6377167006656244,0.1571216471716266,1713240172
3.66071512192184,0.15739003719071631,1713240172
3.6722145193778335,0.15750717914728776,1713240172
3.695213368112626,0.15773526782895667,1713240172
3.718212458569667,0.1579375452479538,1713240172
3.7412117595787477,0.15811428877011852,1713240172
3.7642099069934396,0.15839692870497935,1713240172
3.7872059815374515,0.15881942354363657,1713240172
3.8102006562039876,0.15931305942328225,1713240172
3.833194357505072,0.15985034489423,1713240172
3.8561872742761407,0.16042028904625638,1713240172
3.8791824204345002,0.16088720537837506,1713240172
3.902180034626233,0.16121541263823091,1713240172
3.9251785660030785,0.16147292630627552,1713240172
3.936677952104848,0.16159124308798214,1713240172
3.9596770975874502,0.16178816725602913,1713240172
3.982676479781794,0.16195516200603555,1713240172
4.0056760432366625,0.16209497691064925,1713240172
4.028675586682385,0.16223300769456095,1713240172
4.040174627198666,0.16238049960471745,1713240172
4.063173305530702,0.16262109046154508,1713240172
4.086171546538585,0.16289884795438997,1713240172
4.109168201511282,0.16328896328160303,1713240172
4.13216376909412,0.16373922844632885,1713240172
4.155158538103456,0.1642287512915842,1713240172
4.166655818340219,0.16447861172236164,1713240172
4.189649870778488,0.1650009265965463,1713240172
4.212645718603174,0.16543659386287268,1713240172
4.235643759542777,0.16573534126422115,1713240172
4.25864266755955,0.16595825699437855,1713240172
4.281641972448851,0.16613564014686766,1713240172
4.304641510691826,0.16627960674452263,1713240172
4.316141377079407,0.16633394395113457,1713240172
4.339141132124478,0.16643587263320575,1713240172
4.362140988421877,0.1665116370319415,1713240172
4.385140915042285,0.16656172605808442,1713240172
4.408140883073309,0.166586335070159,1713240172
4.431140714516726,0.16666335405952376,1713240173
4.4426401744621264,0.16677363210410548,1713240173
4.4656383778044795,0.16705806731891182,1713240173
4.477137247864697,0.16721890877274667,1713240173
4.500134276696762,0.16758790469516216,1713240173
4.523130720857699,0.16799169383320714,1713240173
4.546126635139582,0.16842460405178517,1713240173
4.557624261842149,0.16865797338073307,1713240173
4.580619382760866,0.16913077911646407,1713240173
4.6036163362236495,0.16949800541762014,1713240173
4.626615167448126,0.16972549689413818,1713240173
4.649614609195668,0.1698818852602476,1713240173
4.67261431131952,0.16999463357273314,1713240173
4.69561415208623,0.17007472191307413,1713240173
4.7186140745669345,0.17012653891374874,1713240173
4.741614041754288,0.1701518384691296,1713240173
4.753114032638966,0.17016155362120672,1713240173
4.776113987870394,0.17017254491685782,1713240173
4.7991131903433555,0.1703606114880362,1713240173
4.822111401548318,0.1706464288971476,1713240173
4.833610117047536,0.17081791444165356,1713240173
4.85660727992996,0.17117778911933682,1713240173
4.8796039102424285,0.171570324688759,1713240173
4.902601974959503,0.17185981715680246,1713240173
4.925601437426477,0.17201058517869647,1713240173
4.937101308410829,0.1720639607329215,1713240173
4.9601012285155806,0.17212024838428092,1713240173
4.983101209239344,0.1721397251276094,1713240173
5.006101195716692,0.1721292714975037,1713240173
5.029101153715219,0.17209163742399772,1713240173
5.052101054221106,0.1720279219257271,1713240173
5.075100920070065,0.17196286172765834,1713240173
5.098100618674435,0.17207487937150606,1713240173
5.1210996492293,0.17228465101435275,1713240173
5.144098122235332,0.1725487201990207,1713240173
5.167096141697075,0.1728497080473815,1713240173
5.190093749250758,0.17318066759440978,1713240173
5.213091130350107,0.1735266747720153,1713240173
5.236090126774734,0.17373184413507686,1713240173
5.2475899630748675,0.17379208564145301,1713240173
5.270589894318985,0.17384319068623982,1713240173
5.293589883239875,0.1738453782044594,1713240173
5.316589849108318,0.1738127960732404,1713240173
5.339589755197546,0.17375109947997253,1713240173
5.362589573518241,0.17366254861911734,1713240173
5.385589354571581,0.1735723442175891,1713240173
5.408589247333306,0.17363479692395659,1713240173
5.431589215277984,0.17361670903010867,1713240173
5.46608848480476,0.17382975402647494,1713240173
5.489087387632054,0.17405189341320004,1713240173
5.512085881310663,0.17431329731039902,1713240173
5.535085205911399,0.17447429024206107,1713240173
5.558085151034385,0.17449760764419403,1713240173
5.58108507671843,0.17445064676529468,1713240174
5.5925850219091515,0.17441679714015385,1713240174
5.6155847603897,0.1743094535030518,1713240174
5.638584441971927,0.17419651976742725,1713240174
5.661584387906535,0.17423466974381574,1713240174
5.673084342142706,0.17420562233530168,1713240174
5.696084247736386,0.17423014333429537,1713240174
5.719084173273861,0.17423555336765756,1713240174
5.742083922769586,0.17413581181205756,1713240174
5.765083809828402,0.1741101213854039,1713240174
5.788083546062611,0.17421156761612447,1713240174
5.811082910519488,0.17437907823203805,1713240174
5.822582526167684,0.17447248696674023,1713240174
5.8455814067593215,0.1746982827193469,1713240174
5.868580205855944,0.17492924287735276,1713240174
5.90308008765656,0.17496557456633643,1713240174
5.914580060200522,0.17494292146249715,1713240174
5.937579849713713,0.1748471313123297,1713240174
5.960579456373748,0.17471451759962334,1713240174
5.972079140470698,0.17462998614140054,1713240174
5.995078445290228,0.17445364011524608,1713240174
6.01807753183576,0.1742507865410865,1713240174
6.041076376331812,0.17402212117430288,1713240174
6.06407593332151,0.1738992449449041,1713240174
6.0755759224637105,0.17388918864548156,1713240174
6.098575837341598,0.17394686329822476,1713240174
6.121575553751848,0.1740588379713391,1713240174
6.144575060770364,0.17420773349168048,1713240174
6.167574354092245,0.1743866027758834,1713240174
6.179073855818726,0.17449309838357566,1713240174
6.202072792440645,0.1747122916780026,1713240174
6.22507239684443,0.17482597742615216,1713240174
6.248072338460832,0.17479995037899554,1713240174
6.271072106876821,0.17470283149392654,1713240174
6.282571950192907,0.1746437647211037,1713240174
6.30557139711428,0.17448585881151668,1713240174
6.328570618633524,0.17429798376850192,1713240174
6.3515696018561,0.17408291348325888,1713240174
6.363068926838151,0.17395878946145296,1713240174
6.38606848497738,0.1738361005472089,1713240174
6.420567944343664,0.17365697039368194,1713240174
6.443567921179781,0.1736336625907312,1713240174
6.4665678694630095,0.17365513960339385,1713240174
6.48956766781934,0.17374502517477902,1713240174
6.512567265082859,0.17387748174886192,1713240174
6.535567038698208,0.17397650955443092,1713240174
6.558566955857299,0.17395535049891944,1713240174
6.581566578903883,0.1738297581398893,1713240174
6.604565830487573,0.1736471905155354,1713240174
6.627564752350597,0.17342663234903163,1713240174
6.650563363727821,0.1731756732766741,1713240174
